,time_period,index,Rank_F6M
643,2002_2,2002_2_ablw4gwq,37
644,2002_2,2002_2_xse7zpny,73
645,2002_2,2002_2_slrlxy1n,171
646,2002_2,2002_2_t9cs25zd,106
647,2002_2,2002_2_kdt0jyex,26
648,2002_2,2002_2_rmk1c7hy,45
649,2002_2,2002_2_0iuchtcd,200
650,2002_2,2002_2_mxp7cnad,229
651,2002_2,2002_2_hdh05sof,274
652,2002_2,2002_2_bkbxgc1u,273
653,2002_2,2002_2_se4ekjmz,167
654,2002_2,2002_2_cghkl6cf,348
655,2002_2,2002_2_ddnjwsdx,358
656,2002_2,2002_2_fqratnca,322
657,2002_2,2002_2_xcf0y6yu,82
658,2002_2,2002_2_jdahtaks,312
659,2002_2,2002_2_goncrl97,100
660,2002_2,2002_2_rzqie5q4,201
661,2002_2,2002_2_9z709f5r,182
662,2002_2,2002_2_5jncnd2g,315
663,2002_2,2002_2_r9rd83wq,297
664,2002_2,2002_2_ykcdwe7t,244
665,2002_2,2002_2_5goia523,183
666,2002_2,2002_2_scj0vcil,208
667,2002_2,2002_2_4q3yxkg4,287
668,2002_2,2002_2_o13tytic,306
669,2002_2,2002_2_r6fgb95d,296
670,2002_2,2002_2_n08gp24f,134
671,2002_2,2002_2_kll6woy3,105
672,2002_2,2002_2_5a9wgk8b,139
673,2002_2,2002_2_rom1j00l,259
674,2002_2,2002_2_gqtmd522,309
675,2002_2,2002_2_x0wqle3n,189
676,2002_2,2002_2_bd2uxmpg,215
677,2002_2,2002_2_ogm7ngwn,28
678,2002_2,2002_2_bfsr6vqz,138
679,2002_2,2002_2_0pvx1p30,226
680,2002_2,2002_2_c5o6d3ir,115
681,2002_2,2002_2_e9oxga7f,168
682,2002_2,2002_2_hys50rkp,4
683,2002_2,2002_2_qpd31chi,187
684,2002_2,2002_2_c75wuude,316
685,2002_2,2002_2_cdz6ndze,117
686,2002_2,2002_2_frr1nt02,156
687,2002_2,2002_2_brb6kvap,56
688,2002_2,2002_2_2xdfuw8y,196
689,2002_2,2002_2_rikpa2x5,118
690,2002_2,2002_2_beegp8u5,354
691,2002_2,2002_2_whxxtn0n,207
692,2002_2,2002_2_e0bmj60l,122
693,2002_2,2002_2_yw2keozm,254
694,2002_2,2002_2_ze4zzy90,282
695,2002_2,2002_2_isozm71s,326
696,2002_2,2002_2_dl9ew2m3,346
697,2002_2,2002_2_lez4if63,317
698,2002_2,2002_2_lsm7t5d9,95
699,2002_2,2002_2_xax790ws,341
700,2002_2,2002_2_yl9x4hi7,338
701,2002_2,2002_2_zfkohfud,339
702,2002_2,2002_2_i5ny6438,222
703,2002_2,2002_2_lota5yaz,195
704,2002_2,2002_2_02ltnhfz,233
705,2002_2,2002_2_7da9vhvd,202
706,2002_2,2002_2_jtfq4o8o,345
707,2002_2,2002_2_7nohjo83,109
708,2002_2,2002_2_9k9kmrbp,372
709,2002_2,2002_2_73yyieap,1
710,2002_2,2002_2_lcij5ud9,29
711,2002_2,2002_2_0kf3yt7y,77
712,2002_2,2002_2_iekjrton,232
713,2002_2,2002_2_cee1f8ma,131
714,2002_2,2002_2_65x7k6uu,46
715,2002_2,2002_2_bna9oa3p,363
716,2002_2,2002_2_83p9irsk,285
717,2002_2,2002_2_0tkn109i,213
718,2002_2,2002_2_rrjnfwc1,126
719,2002_2,2002_2_tes8lkpx,173
720,2002_2,2002_2_9ax7d7xh,55
721,2002_2,2002_2_5cvs409n,67
722,2002_2,2002_2_iy6bxr8f,269
723,2002_2,2002_2_qx4ylm8u,78
724,2002_2,2002_2_xktuf6mp,44
725,2002_2,2002_2_bzpc4850,170
726,2002_2,2002_2_focslb5y,264
727,2002_2,2002_2_xqmu9nae,64
728,2002_2,2002_2_wusgerot,262
729,2002_2,2002_2_u5q7r6hk,359
730,2002_2,2002_2_67rf3hdu,27
731,2002_2,2002_2_b3hgiiez,362
732,2002_2,2002_2_znfreada,97
733,2002_2,2002_2_o2ruxeay,321
734,2002_2,2002_2_fi9zswhd,185
735,2002_2,2002_2_40dz7f1m,65
736,2002_2,2002_2_ebk0a4zg,23
737,2002_2,2002_2_muhgo414,135
738,2002_2,2002_2_c7isovr3,54
739,2002_2,2002_2_8iqof9ld,79
740,2002_2,2002_2_l9y0x3os,180
741,2002_2,2002_2_ly46u54n,261
742,2002_2,2002_2_27i0lwkv,236
743,2002_2,2002_2_xpj9o820,256
744,2002_2,2002_2_104gr8yw,205
745,2002_2,2002_2_9p3vi7hz,113
746,2002_2,2002_2_b7lpi3ai,9
747,2002_2,2002_2_62i6bjgf,228
748,2002_2,2002_2_u080rzsy,370
749,2002_2,2002_2_q8zdd2n9,371
750,2003_1,2003_1_e98paf6q,326
751,2003_1,2003_1_y55r2awd,97
752,2003_1,2003_1_rx4fqne2,76
753,2003_1,2003_1_5f1scslw,303
754,2003_1,2003_1_gnfh2yo8,56
755,2003_1,2003_1_b8d6kxh0,233
756,2003_1,2003_1_5is524vw,282
757,2003_1,2003_1_q22ufn8d,365
758,2003_1,2003_1_3fzp9o8r,239
759,2003_1,2003_1_1oy89ugd,166
760,2003_1,2003_1_2ydvco37,231
761,2003_1,2003_1_816a8jyl,187
762,2003_1,2003_1_h6ti3itw,270
763,2003_1,2003_1_fkpd1pn6,19
764,2003_1,2003_1_slbgind1,154
765,2003_1,2003_1_cfno27i8,273
766,2003_1,2003_1_fb5nbmhz,107
767,2003_1,2003_1_pnrl7guy,236
768,2003_1,2003_1_zn5uxvbq,343
769,2003_1,2003_1_3rf7ej1j,313
770,2003_1,2003_1_e7qco0s3,168
771,2003_1,2003_1_n11wan9g,43
772,2003_1,2003_1_8b73ozz1,159
773,2003_1,2003_1_ahxllwq7,170
774,2003_1,2003_1_40p8uwjn,131
775,2003_1,2003_1_c4v54i8s,299
776,2003_1,2003_1_w7wu5i5k,331
777,2003_1,2003_1_h40tp8tk,129
778,2003_1,2003_1_gspn3vex,366
779,2003_1,2003_1_rjuiiere,86
780,2003_1,2003_1_3wlp8733,298
781,2003_1,2003_1_s69g82v4,106
782,2003_1,2003_1_rcmoakub,3
783,2003_1,2003_1_cx2p3fd8,256
784,2003_1,2003_1_x38895ce,144
785,2003_1,2003_1_1wz42ggq,34
786,2003_1,2003_1_p08kz77k,73
787,2003_1,2003_1_0etp8syz,245
788,2003_1,2003_1_ix3zyn7q,271
789,2003_1,2003_1_f7ws1zgw,198
790,2003_1,2003_1_1g9iky2m,40
791,2003_1,2003_1_j01s3km9,218
792,2003_1,2003_1_gs3wob4q,155
793,2003_1,2003_1_5wb2x9w1,21
794,2003_1,2003_1_ij2dap74,310
795,2003_1,2003_1_xwfnfhd5,268
796,2003_1,2003_1_fqlgwwlg,305
797,2003_1,2003_1_3vysqvcu,7
798,2003_1,2003_1_76ts31gw,223
799,2003_1,2003_1_qd4tgvwe,295
800,2003_1,2003_1_6dbsqnr5,334
801,2003_1,2003_1_b73nlzo8,134
802,2003_1,2003_1_x7p357v6,63
803,2003_1,2003_1_if0a1bbq,336
804,2003_1,2003_1_v895l7mr,157
805,2003_1,2003_1_rypw66kt,12
806,2003_1,2003_1_bxzeod99,125
807,2003_1,2003_1_fuog1pue,62
808,2003_1,2003_1_ta8ny22j,272
809,2003_1,2003_1_nq3u7dyr,362
810,2003_1,2003_1_29ywc4ud,235
811,2003_1,2003_1_f8acg154,229
812,2003_1,2003_1_6igqwiyb,104
813,2003_1,2003_1_v3x18bhn,302
814,2003_1,2003_1_7pgd7v68,58
815,2003_1,2003_1_1x0nj6k0,324
816,2003_1,2003_1_q3txausq,244
817,2003_1,2003_1_vyv453ly,264
818,2003_1,2003_1_v85oa9yt,105
819,2003_1,2003_1_i0xazglq,6
820,2003_1,2003_1_ej1i8ggj,68
821,2003_1,2003_1_xnr6jitg,79
822,2003_1,2003_1_ky8cqxvs,306
823,2003_1,2003_1_b2hmg8gt,311
824,2003_1,2003_1_8nd4kr1w,181
825,2003_1,2003_1_kkmnicns,120
826,2003_1,2003_1_kmb6e7be,64
827,2003_1,2003_1_5p6sa4we,127
828,2003_1,2003_1_zjmz3asr,354
829,2003_1,2003_1_hm9s9v00,71
830,2003_1,2003_1_cbc0apz4,197
831,2003_1,2003_1_912s1a27,266
832,2003_1,2003_1_bj86gmlu,161
833,2003_1,2003_1_bfm7mrlg,240
834,2003_1,2003_1_tbc9hxvt,164
835,2003_1,2003_1_99mmp1yl,36
836,2003_1,2003_1_74cxu6oe,54
837,2003_1,2003_1_zry45jm2,318
838,2003_1,2003_1_ei5n9wvd,279
839,2003_1,2003_1_ph88by82,152
840,2003_1,2003_1_o6je3oy7,367
841,2003_1,2003_1_xclsxmyl,91
842,2003_1,2003_1_p0lhvn04,175
843,2003_1,2003_1_jx7qdhjw,108
844,2003_1,2003_1_6xwnui78,210
845,2003_1,2003_1_tdzjzmlh,211
846,2003_1,2003_1_vk2l1qkv,102
847,2003_1,2003_1_q6ovhlxi,330
848,2003_1,2003_1_dol3cpru,285
849,2003_1,2003_1_jhsz6azj,14
850,2003_1,2003_1_japtwuv1,216
851,2003_1,2003_1_j5q40edt,346
852,2003_1,2003_1_gyqvj2h1,329
853,2003_1,2003_1_uylijwo6,219
854,2003_1,2003_1_5i27yd5l,173
855,2003_1,2003_1_ecbxaiqo,195
856,2003_1,2003_1_cil0j3n1,265
857,2003_1,2003_1_oag9cdri,2
858,2003_1,2003_1_0teyhnpl,291
859,2003_1,2003_1_3h198v1t,61
860,2003_1,2003_1_2i6oo043,115
861,2003_1,2003_1_lyzqnqyi,193
862,2003_1,2003_1_qwhpb6x9,143
863,2003_1,2003_1_vteicev2,39
864,2003_1,2003_1_o30v5677,237
865,2003_1,2003_1_wnqxiir2,246
866,2003_1,2003_1_3942v9k2,165
867,2003_1,2003_1_5013097u,118
868,2003_1,2003_1_r464sh7j,180
869,2003_1,2003_1_himj1bbz,96
870,2003_1,2003_1_2497ipnh,213
871,2003_1,2003_1_ijw34gs3,191
872,2003_1,2003_1_axe5d7yf,357
873,2003_1,2003_1_g0f4bz55,128
874,2003_1,2003_1_c6bovg16,13
875,2003_1,2003_1_2mujbixd,16
876,2003_1,2003_1_lb3qfruk,141
877,2003_1,2003_1_ezbduc1t,140
878,2003_1,2003_1_xzfkqym1,179
879,2003_1,2003_1_td1jn6j3,226
880,2003_1,2003_1_5keb7wee,47
881,2003_1,2003_1_04jui66j,90
882,2003_1,2003_1_21amy7fj,369
883,2003_1,2003_1_0co70bio,18
884,2003_1,2003_1_7xlcayi3,322
885,2003_1,2003_1_bz17ty0b,254
886,2003_1,2003_1_afmx5z98,190
887,2003_1,2003_1_dsznsg5x,138
888,2003_1,2003_1_lr519ug2,259
889,2003_1,2003_1_a9re4xg3,70
890,2003_1,2003_1_dgf7g8dq,363
891,2003_1,2003_1_vpype08y,208
892,2003_1,2003_1_f1heyyd5,308
893,2003_1,2003_1_ov3rhuad,26
894,2003_1,2003_1_50rncxox,290
895,2003_1,2003_1_2sbz1j3r,93
896,2003_1,2003_1_1wu0v0hx,267
897,2003_1,2003_1_3yr1f3ow,57
898,2003_1,2003_1_qqyxde9d,261
899,2003_1,2003_1_tqjmych4,98
900,2003_1,2003_1_9rxqhwgs,9
901,2003_1,2003_1_w4ivbtgg,202
902,2003_1,2003_1_5getp2g8,145
903,2003_1,2003_1_1y1qziqf,230
904,2003_1,2003_1_z8996o9v,317
905,2003_1,2003_1_r3kgoh93,122
906,2003_1,2003_1_gbn1p7iu,99
907,2003_1,2003_1_ntcczwn9,200
908,2003_1,2003_1_xztq0fhz,221
909,2003_1,2003_1_70f0t5zn,321
910,2003_1,2003_1_2s0jord1,5
911,2003_1,2003_1_z978m8hs,360
912,2003_1,2003_1_0yysqa2w,17
913,2003_1,2003_1_am6sala1,280
914,2003_1,2003_1_snf7pfjk,101
915,2003_1,2003_1_kmwfzzdt,160
916,2003_1,2003_1_e0osipjk,212
917,2003_1,2003_1_inq5sjjq,243
918,2003_1,2003_1_tzffzu0r,352
919,2003_1,2003_1_b5fl3u5h,228
920,2003_1,2003_1_su9vz25i,359
921,2003_1,2003_1_5hl0mz1r,87
922,2003_1,2003_1_wjq10qeh,22
923,2003_1,2003_1_k4j8n887,238
924,2003_1,2003_1_nznt2dsr,206
925,2003_1,2003_1_8fg2xjw7,292
926,2003_1,2003_1_ch71o5fk,24
927,2003_1,2003_1_3ok4l84x,248
928,2003_1,2003_1_fa0xrhwx,338
929,2003_1,2003_1_g403mnq8,356
930,2003_1,2003_1_fsd5au0v,67
931,2003_1,2003_1_94oy8wfx,74
932,2003_1,2003_1_l5deu71z,252
933,2003_1,2003_1_sd9ekk5u,277
934,2003_1,2003_1_i7vqg7vh,52
935,2003_1,2003_1_bqlm0rjf,95
936,2003_1,2003_1_wav3epae,139
937,2003_1,2003_1_4vkfs4jz,32
938,2003_1,2003_1_v1kuiafa,275
939,2003_1,2003_1_r2zy0ugs,224
940,2003_1,2003_1_t06evu5l,38
941,2003_1,2003_1_3bpthfcd,83
942,2003_1,2003_1_labm3u00,184
943,2003_1,2003_1_so4hz5cm,325
944,2003_1,2003_1_f09jlkwx,25
945,2003_1,2003_1_e4okl5xc,45
946,2003_1,2003_1_tr5o4ast,147
947,2003_1,2003_1_e359aald,23
948,2003_1,2003_1_rq2blvef,194
949,2003_1,2003_1_k5e5conz,126
950,2003_1,2003_1_kvjo4fi2,294
951,2003_1,2003_1_p25qs87b,257
952,2003_1,2003_1_fo0hiv13,31
953,2003_1,2003_1_5ktugg7p,4
954,2003_1,2003_1_r8rd0o2v,204
955,2003_1,2003_1_ma1lqpol,260
956,2003_1,2003_1_vcztf0r1,289
957,2003_1,2003_1_2nin0ki9,345
958,2003_1,2003_1_hm959zav,320
959,2003_1,2003_1_trivav5w,283
960,2003_1,2003_1_jl3bq5v9,205
961,2003_1,2003_1_s22lwdyp,33
962,2003_1,2003_1_pvxg8m4s,263
963,2003_1,2003_1_fmh9crs3,234
964,2003_1,2003_1_w2qyys53,242
965,2003_1,2003_1_6c6lukzf,112
966,2003_1,2003_1_czp0aors,66
967,2003_1,2003_1_cddkqeac,250
968,2003_1,2003_1_vb6xfixf,44
969,2003_1,2003_1_fb7w4nf3,132
970,2003_1,2003_1_133bxrn4,214
971,2003_1,2003_1_m8jv8r9y,351
972,2003_1,2003_1_o6foooxv,241
973,2003_1,2003_1_3ve2zbwj,94
974,2003_1,2003_1_k384ib1u,368
975,2003_1,2003_1_wtg2cqcm,185
976,2003_1,2003_1_ixbn4z9u,358
977,2003_1,2003_1_5mrkt36v,297
978,2003_1,2003_1_joc0v1ee,162
979,2003_1,2003_1_sw4ac1h3,150
980,2003_1,2003_1_557ml26o,149
981,2003_1,2003_1_ay0o74f1,199
982,2003_1,2003_1_tp1dxwee,124
983,2003_1,2003_1_u5nt7a66,169
984,2003_1,2003_1_i824swce,113
985,2003_1,2003_1_40t1ujkc,269
986,2003_1,2003_1_281xllxj,10
987,2003_1,2003_1_p8wawc4h,274
988,2003_1,2003_1_xv5s9jd7,227
989,2003_1,2003_1_6twwkkej,253
990,2003_1,2003_1_ucnk12rk,15
991,2003_1,2003_1_q9cd3xzo,288
992,2003_1,2003_1_on987o5h,119
993,2003_1,2003_1_os47aysl,110
994,2003_1,2003_1_30mlb2wx,315
995,2003_1,2003_1_g5zve8b0,142
996,2003_1,2003_1_iftof6mg,35
997,2003_1,2003_1_msrtouxl,51
998,2003_1,2003_1_3yg03ri2,163
999,2003_1,2003_1_sv5ustp0,146
1000,2003_1,2003_1_lh4j3fco,262
1001,2003_1,2003_1_bmbx3fb4,281
1002,2003_1,2003_1_2sdjs8cg,123
1003,2003_1,2003_1_10ah5slb,183
1004,2003_1,2003_1_8qcexj8j,178
1005,2003_1,2003_1_u941eqxx,355
1006,2003_1,2003_1_vv3alosq,353
1007,2003_1,2003_1_mizowteo,37
1008,2003_1,2003_1_55vp0u8e,111
1009,2003_1,2003_1_m4n7jpce,347
1010,2003_1,2003_1_to9ofci8,328
1011,2003_1,2003_1_lvnfqhbt,341
1012,2003_1,2003_1_vp0kiam1,49
1013,2003_1,2003_1_7sbn5oyl,11
1014,2003_1,2003_1_owqsgt4a,88
1015,2003_1,2003_1_ps2lxspq,153
1016,2003_1,2003_1_113dgi3m,348
1017,2003_1,2003_1_t2dyixio,92
1018,2003_1,2003_1_on19b70a,350
1019,2003_1,2003_1_tk1talq3,340
1020,2003_1,2003_1_55r1g5jd,304
1021,2003_1,2003_1_jhkvnu0u,201
1022,2003_1,2003_1_vph7la04,284
1023,2003_1,2003_1_1i32nbn3,158
1024,2003_1,2003_1_ya3nncka,176
1025,2003_1,2003_1_ygprwazp,48
1026,2003_1,2003_1_ojjy25x0,60
1027,2003_1,2003_1_hbu2yu2z,174
1028,2003_1,2003_1_bdhnx43o,309
1029,2003_1,2003_1_dekd8c8t,332
1030,2003_1,2003_1_8tx11ysj,335
1031,2003_1,2003_1_woeyjxck,337
1032,2003_1,2003_1_j1wevtig,41
1033,2003_1,2003_1_vtd087y8,361
1034,2003_1,2003_1_51tqn9ut,215
1035,2003_1,2003_1_d7hhldzy,50
1036,2003_1,2003_1_ws60byzd,80
1037,2003_1,2003_1_h676jpk8,316
1038,2003_1,2003_1_r1cwvijd,151
1039,2003_1,2003_1_o3zb33ik,27
1040,2003_1,2003_1_ntb3birn,29
1041,2003_1,2003_1_1w56gl2x,72
1042,2003_1,2003_1_0znjmdiu,89
1043,2003_1,2003_1_rvhgtdsk,84
1044,2003_1,2003_1_efnnoqep,42
1045,2003_1,2003_1_ld73xnxi,8
1046,2003_1,2003_1_1xoknep4,85
1047,2003_1,2003_1_v91jxouj,327
1048,2003_1,2003_1_fzotfouk,116
1049,2003_1,2003_1_97e0ukc0,300
1050,2003_1,2003_1_jh7dou4j,189
1051,2003_1,2003_1_qgbb6f6e,342
1052,2003_1,2003_1_b1ocgbc3,255
1053,2003_1,2003_1_4icka8bh,307
1054,2003_1,2003_1_5e5jq0v1,177
1055,2003_1,2003_1_sg4surfq,171
1056,2003_1,2003_1_f9cein59,59
1057,2003_1,2003_1_i5jxfvy3,203
1058,2003_1,2003_1_7dchvmzk,78
1059,2003_1,2003_1_gzbyg8y8,167
1060,2003_1,2003_1_8m0suvd0,100
1061,2003_1,2003_1_akcb69ic,46
1062,2003_1,2003_1_zjk77430,109
1063,2003_1,2003_1_s60hmzrg,77
1064,2003_1,2003_1_zy09smjs,276
1065,2003_1,2003_1_bbhj31sj,137
1066,2003_1,2003_1_konewmi0,319
1067,2003_1,2003_1_ynxtwz2h,65
1068,2003_1,2003_1_c5ud7ijl,30
1069,2003_1,2003_1_y1iqvebc,344
1070,2003_1,2003_1_hbkp86gv,81
1071,2003_1,2003_1_7bmv1fq5,196
1072,2003_1,2003_1_mjc20u8j,251
1073,2003_1,2003_1_7n0arfze,121
1074,2003_1,2003_1_jyvu56wk,188
1075,2003_1,2003_1_0a0i6d97,225
1076,2003_1,2003_1_4ck4074g,314
1077,2003_1,2003_1_ym6p5tq6,75
1078,2003_1,2003_1_6c5ldcf4,172
1079,2003_1,2003_1_2hghb4dx,28
1080,2003_1,2003_1_16gfnf7b,220
1081,2003_1,2003_1_uv90vfr5,217
1082,2003_1,2003_1_uj0fvy28,82
1083,2003_1,2003_1_mddxuyss,117
1084,2003_1,2003_1_v9eqj4p4,293
1085,2003_1,2003_1_asvu6onc,136
1086,2003_1,2003_1_ebto3tx0,209
1087,2003_1,2003_1_jmj3i6ar,296
1088,2003_1,2003_1_frfxv3au,312
1089,2003_1,2003_1_x9u6y5l8,156
1090,2003_1,2003_1_wk6ocdz7,247
1091,2003_1,2003_1_yqyvxykq,55
1092,2003_1,2003_1_rmtomyda,103
1093,2003_1,2003_1_etjlpwc9,339
1094,2003_1,2003_1_1fo3uxta,333
1095,2003_1,2003_1_3lqrdgo3,249
1096,2003_1,2003_1_mg5vsj46,130
1097,2003_1,2003_1_swq2yt4y,323
1098,2003_1,2003_1_69vof1rm,192
1099,2003_1,2003_1_xinrodzl,222
1100,2003_1,2003_1_r9gk89q9,148
1101,2003_1,2003_1_j47eyesr,186
1102,2003_1,2003_1_vnp9zce1,69
1103,2003_1,2003_1_xwnwkvmv,1
1104,2003_1,2003_1_xu00vbim,133
1105,2003_1,2003_1_y2l09iks,207
1106,2003_1,2003_1_0uld0c5d,286
1107,2003_1,2003_1_i4xacezw,349
1108,2003_1,2003_1_xlp6k54z,301
1109,2003_1,2003_1_43kwo8p7,258
1110,2003_1,2003_1_we0bxabm,364
1111,2003_1,2003_1_82urx8qd,135
1112,2003_1,2003_1_ju8mqms6,287
1113,2003_1,2003_1_8qkqvwwa,232
1114,2003_1,2003_1_j52ay4q6,114
1115,2003_1,2003_1_6mkff3x9,278
1116,2003_1,2003_1_tncr2dj2,53
1117,2003_1,2003_1_ujy4odyl,20
1118,2003_1,2003_1_z9ska8qy,182
1119,2003_2,2003_2_qggyczk1,282
1120,2003_2,2003_2_wn2fkyl1,218
1121,2003_2,2003_2_ma2oh6ll,217
1122,2003_2,2003_2_xgszr50u,256
1123,2003_2,2003_2_rp0huc9a,85
1124,2003_2,2003_2_dprame5i,263
1125,2003_2,2003_2_0slad2za,267
1126,2003_2,2003_2_awr6yvah,354
1127,2003_2,2003_2_mey7f8mt,153
1128,2003_2,2003_2_c1zygiwt,175
1129,2003_2,2003_2_y93j34z8,211
1130,2003_2,2003_2_w0pmgu9w,116
1131,2003_2,2003_2_1b83dp7l,309
1132,2003_2,2003_2_3jy22ct8,335
1133,2003_2,2003_2_1newj9bh,205
1134,2003_2,2003_2_6hc9mwvd,241
1135,2003_2,2003_2_xaq8o4cd,337
1136,2003_2,2003_2_b4j5cefn,40
1137,2003_2,2003_2_25k18q2g,352
1138,2003_2,2003_2_purijljl,275
1139,2003_2,2003_2_xxxbrofk,299
1140,2003_2,2003_2_2dn5iou4,321
1141,2003_2,2003_2_2cg4zfax,285
1142,2003_2,2003_2_shdj99qa,7
1143,2003_2,2003_2_3f4l2qy8,214
1144,2003_2,2003_2_f2vjlk79,166
1145,2003_2,2003_2_2cy6kiny,157
1146,2003_2,2003_2_xzbnlq6y,172
1147,2003_2,2003_2_wib2sbv1,56
1148,2003_2,2003_2_ubsf3chy,47
1149,2003_2,2003_2_276olcyy,27
1150,2003_2,2003_2_65p4zp8s,297
1151,2003_2,2003_2_8ux7jyel,179
1152,2003_2,2003_2_6hndx1so,358
1153,2003_2,2003_2_ee4fy58r,170
1154,2003_2,2003_2_ohru7wbp,62
1155,2003_2,2003_2_4weg04mj,274
1156,2003_2,2003_2_6llrkbzf,264
1157,2003_2,2003_2_hf5mtx7m,231
1158,2003_2,2003_2_vdjrnyyq,140
1159,2003_2,2003_2_wb71d1lv,100
1160,2003_2,2003_2_we4x3bs3,28
1161,2003_2,2003_2_6zv4g4zy,109
1162,2003_2,2003_2_tmv13sjp,294
1163,2003_2,2003_2_dgazo0xp,336
1164,2003_2,2003_2_x9qnin90,121
1165,2003_2,2003_2_w1ztnuo2,296
1166,2003_2,2003_2_aimnr0j1,30
1167,2003_2,2003_2_c9wnrap8,371
1168,2003_2,2003_2_0f6q0men,97
1169,2003_2,2003_2_ur1kjfpa,250
1170,2003_2,2003_2_mqai6hcw,212
1171,2003_2,2003_2_lipcfoq4,138
1172,2003_2,2003_2_hus91ajk,372
1173,2003_2,2003_2_4gt1g7ju,156
1174,2003_2,2003_2_5p03mn04,367
1175,2003_2,2003_2_eq5j47s1,48
1176,2003_2,2003_2_hxbvrm37,208
1177,2003_2,2003_2_3592xkn8,290
1178,2003_2,2003_2_39a4zgpm,69
1179,2003_2,2003_2_rs39cai9,269
1180,2003_2,2003_2_tdeqbcop,126
1181,2003_2,2003_2_tbm53r18,110
1182,2003_2,2003_2_640ucpri,115
1183,2003_2,2003_2_ppg85hld,31
1184,2003_2,2003_2_nsiii5yn,49
1185,2003_2,2003_2_f5xzujo2,161
1186,2003_2,2003_2_hp2d0zkh,84
1187,2003_2,2003_2_mf5yalpf,207
1188,2003_2,2003_2_gooda21v,118
1189,2003_2,2003_2_8aws011s,14
1190,2003_2,2003_2_17kxp85r,301
1191,2003_2,2003_2_f5rg7h49,270
1192,2003_2,2003_2_r0slpv4c,326
1193,2003_2,2003_2_u3pazm97,25
1194,2003_2,2003_2_i7l3o9u0,339
1195,2003_2,2003_2_z9gcqrwy,318
1196,2003_2,2003_2_iopb70qp,238
1197,2003_2,2003_2_dkj8kru7,348
1198,2003_2,2003_2_wuoo7if8,67
1199,2003_2,2003_2_pq0hlps2,233
1200,2003_2,2003_2_7bv20jy7,286
1201,2003_2,2003_2_jlbe1t7h,260
1202,2003_2,2003_2_gphrnbbq,353
1203,2003_2,2003_2_dgkoc2i9,258
1204,2003_2,2003_2_pzmchzs6,322
1205,2003_2,2003_2_qjlbjsn8,189
1206,2003_2,2003_2_a35da8k4,278
1207,2003_2,2003_2_ef6b7up0,312
1208,2003_2,2003_2_xuzveik5,145
1209,2003_2,2003_2_bis40yem,314
1210,2003_2,2003_2_ft3zc5pv,20
1211,2003_2,2003_2_mmtm8yul,82
1212,2003_2,2003_2_xyh8ui3g,293
1213,2003_2,2003_2_r10y1gxt,22
1214,2003_2,2003_2_mhcmy763,167
1215,2003_2,2003_2_hb7416ob,316
1216,2003_2,2003_2_hdnvqu6w,182
1217,2003_2,2003_2_cko3ddhm,244
1218,2003_2,2003_2_9prspkpf,351
1219,2003_2,2003_2_1695vv8r,106
1220,2003_2,2003_2_jwwyigkj,190
1221,2003_2,2003_2_85g1zpwd,345
1222,2003_2,2003_2_98xr9ckf,102
1223,2003_2,2003_2_yhw7ouef,259
1224,2003_2,2003_2_hqnks4mf,88
1225,2003_2,2003_2_bwwzgbtf,43
1226,2003_2,2003_2_xcj3k4rl,355
1227,2003_2,2003_2_ylwnxv4b,183
1228,2003_2,2003_2_36x5xkoc,187
1229,2003_2,2003_2_pt0mcwji,89
1230,2003_2,2003_2_h46o9k6k,155
1231,2003_2,2003_2_pt5jx72n,235
1232,2003_2,2003_2_0uycdemh,163
1233,2003_2,2003_2_m2t5o950,150
1234,2003_2,2003_2_8iq651k9,268
1235,2003_2,2003_2_yn2r0876,92
1236,2003_2,2003_2_neglrehg,61
1237,2003_2,2003_2_yfh1qewb,272
1238,2003_2,2003_2_y5ub5kis,177
1239,2003_2,2003_2_wskzc9tj,76
1240,2003_2,2003_2_kfpuuou3,188
1241,2003_2,2003_2_1rwloy29,342
1242,2003_2,2003_2_o15pqq1o,229
1243,2003_2,2003_2_d6ngly74,143
1244,2003_2,2003_2_4jujoszc,86
1245,2003_2,2003_2_1vk2sa8l,292
1246,2003_2,2003_2_qfkptwkf,191
1247,2003_2,2003_2_3jun1wzg,266
1248,2003_2,2003_2_4qjfopcl,185
1249,2003_2,2003_2_9rhlxiky,142
1250,2003_2,2003_2_b5kykywl,298
1251,2003_2,2003_2_vr9x0ubx,68
1252,2003_2,2003_2_ey5a3kw5,215
1253,2003_2,2003_2_e4jc9r44,5
1254,2003_2,2003_2_3qbn4bbw,135
1255,2003_2,2003_2_msai7oio,240
1256,2003_2,2003_2_focmrff9,271
1257,2003_2,2003_2_fi1dxxew,373
1258,2003_2,2003_2_v2ytnw3q,93
1259,2003_2,2003_2_xycnfdpa,75
1260,2003_2,2003_2_sls00nji,29
1261,2003_2,2003_2_q1ro8ftb,119
1262,2003_2,2003_2_qffb2kjb,58
1263,2003_2,2003_2_gfny2w0v,154
1264,2003_2,2003_2_z1jt2noz,184
1265,2003_2,2003_2_k1dofg9e,368
1266,2003_2,2003_2_axyhxgsr,319
1267,2003_2,2003_2_h5jy9rp1,230
1268,2003_2,2003_2_6wpsn0ax,169
1269,2003_2,2003_2_zut8ka6x,148
1270,2003_2,2003_2_c7n7avsk,11
1271,2003_2,2003_2_0zfkxi7t,306
